Make,Model,Year,Engine HP,Engine Cylinders,Transmission Type,Vehicle Size,Vehicle Style,city mpg,highway MPG,MSRP
chrysler,sebring,2009,186.0,6.0,automatic,midsize,convertible,18,26,30270
nissan,versa note,2015,109.0,4.0,automatic,compact,4dr hatchback,31,40,18660
dodge,neon,2004,150.0,4.0,manual,compact,sedan,25,32,17640
audi,200,1991,162.0,5.0,automatic,midsize,sedan,16,20,2000
toyota,tacoma,2016,278.0,6.0,automatic,compact,crew cab pickup,19,24,31625
volvo,xc70,2015,300.0,6.0,automatic,midsize,wagon,17,24,41800
chevrolet,blazer,2005,190.0,6.0,automatic,midsize,4dr suv,15,20,25480
suzuki,forenza,2007,127.0,4.0,automatic,compact,sedan,19,28,16049
subaru,forester,2015,170.0,4.0,automatic,midsize,4dr suv,24,32,30095
dodge,dart,2014,184.0,4.0,manual,midsize,sedan,23,33,20995
ford,contour svt,1998,195.0,6.0,manual,midsize,sedan,17,26,2655
volkswagen,beetle,2017,170.0,4.0,automatic,compact,2dr hatchback,24,33,19995
mercedes-benz,s-class,2015,523.0,12.0,automatic,large,sedan,12,21,166900
volkswagen,gti,2012,200.0,4.0,automated_manual,compact,2dr hatchback,24,33,27375
chevrolet,colorado,2012,185.0,4.0,manual,compact,extended cab pickup,18,24,23030
honda,pilot,2016,280.0,6.0,automatic,midsize,4dr suv,18,26,34380
bmw,4 series,2015,240.0,4.0,automatic,midsize,convertible,21,33,50750
chevrolet,c/k 1500 series,1998,200.0,6.0,manual,large,regular cab pickup,16,21,2430
ford,e-series wagon,2013,255.0,8.0,automatic,midsize,passenger van,11,15,32785
volkswagen,beetle convertible,2015,150.0,4.0,automated_manual,compact,convertible,30,40,30195
dodge,ram 250,1991,170.0,8.0,manual,large,regular cab pickup,10,13,2000
mazda,protege,2002,130.0,4.0,manual,compact,sedan,22,28,13075
toyota,tacoma,2015,236.0,6.0,manual,compact,crew cab pickup,15,19,36635
honda,cr-v,2016,185.0,4.0,automatic,compact,4dr suv,26,33,32095
chevrolet,uplander,2008,240.0,6.0,automatic,midsize,passenger minivan,16,23,29330
pontiac,6000,1990,140.0,6.0,automatic,midsize,wagon,17,27,2000
mitsubishi,outlander sport,2015,168.0,4.0,automatic,compact,4dr suv,23,26,22695
honda,passport,2002,205.0,6.0,automatic,midsize,4dr suv,15,19,30900
suzuki,grand vitara,2012,166.0,4.0,automatic,compact,4dr suv,19,23,23949
pontiac,le mans,1992,74.0,4.0,manual,compact,coupe,24,34,2000
mercedes-benz,e-class,2015,329.0,6.0,automatic,midsize,coupe,20,29,53350
volkswagen,jetta sportwagen,2014,140.0,4.0,automated_manual,compact,wagon,29,39,29465
hummer,h3,2010,239.0,5.0,manual,midsize,4dr suv,14,18,35960
oldsmobile,alero,2003,170.0,6.0,automatic,midsize,sedan,18,27,21585
volkswagen,gti,2013,200.0,4.0,automated_manual,compact,4dr hatchback,24,33,30795
gmc,yukon xl,2017,355.0,8.0,automatic,large,4dr suv,15,22,54230
nissan,stanza,1991,138.0,4.0,manual,compact,sedan,19,26,2000
oldsmobile,cutlass ciera,1994,120.0,6.0,automatic,midsize,sedan,17,26,2000
ford,expedition,2016,365.0,6.0,automatic,large,4dr suv,15,21,44410
volkswagen,beetle convertible,2014,170.0,4.0,automatic,compact,convertible,24,32,27295
volvo,740,1990,114.0,4.0,manual,midsize,wagon,19,26,2000
bmw,1 series m,2011,335.0,6.0,manual,compact,coupe,19,26,46135
suzuki,kizashi,2011,185.0,4.0,manual,midsize,sedan,20,29,23049
mazda,b-series,2001,150.0,6.0,manual,compact,regular cab pickup,15,19,18360
ford,explorer,2017,290.0,6.0,automatic,midsize,4dr suv,16,23,35775
ford,fiesta,2017,120.0,4.0,manual,compact,sedan,27,35,14130
mitsubishi,expo,1993,136.0,4.0,manual,compact,2dr hatchback,17,22,2000
chevrolet,cruze,2017,153.0,4.0,automatic,midsize,sedan,29,39,23475
aston martin,v8 vantage,2014,430.0,8.0,manual,compact,convertible,13,19,145200
chevrolet,hhr,2010,155.0,4.0,manual,compact,wagon,22,32,18720
lexus,rx 350,2015,270.0,6.0,automatic,midsize,4dr suv,18,26,50220
nissan,frontier,2016,152.0,4.0,automatic,compact,extended cab pickup,17,23,23230
lincoln,mkz,2017,245.0,4.0,automatic,midsize,sedan,21,31,39510
volkswagen,jetta hybrid,2014,170.0,4.0,automated_manual,midsize,sedan,42,48,27645
hyundai,tucson,2016,175.0,4.0,automated_manual,compact,4dr suv,26,33,24150
subaru,outback,2015,175.0,4.0,automatic,midsize,4dr suv,25,33,30295
mazda,b-series pickup,2000,143.0,6.0,manual,compact,extended cab pickup,15,20,3394
gmc,canyon,2015,200.0,4.0,automatic,compact,crew cab pickup,20,27,28535
nissan,maxima,2017,300.0,6.0,automatic,midsize,sedan,21,30,37090
lincoln,mkx,2016,303.0,6.0,automatic,midsize,4dr suv,17,26,45315
scion,xd,2012,128.0,4.0,automatic,compact,4dr hatchback,27,33,17050
lexus,gx 460,2015,301.0,8.0,automatic,midsize,4dr suv,15,20,61115
oldsmobile,alero,2002,140.0,4.0,automatic,midsize,sedan,21,30,17805
land rover,lr2,2015,240.0,4.0,automatic,compact,4dr suv,17,24,41700
ford,ranger,2011,143.0,4.0,manual,compact,extended cab pickup,22,27,19855
lincoln,town car,2009,239.0,8.0,automatic,large,sedan,16,24,52055
chevrolet,impala limited,2015,300.0,6.0,automatic,large,sedan,18,30,26840
chrysler,300,2016,292.0,6.0,automatic,large,sedan,18,27,41055
buick,reatta,1991,170.0,6.0,automatic,compact,convertible,16,25,2000
cadillac,cts,2016,420.0,6.0,automatic,large,sedan,16,24,69955
saab,9-5,2011,220.0,4.0,manual,large,sedan,20,33,38525
plymouth,laser,1994,135.0,4.0,manual,compact,2dr hatchback,19,26,2000
bmw,x3,2016,240.0,4.0,automatic,midsize,4dr suv,21,28,40950
audi,100,1992,172.0,6.0,manual,midsize,sedan,17,24,2000
gmc,terrain,2017,182.0,4.0,automatic,compact,4dr suv,21,31,27300
subaru,crosstrek,2016,160.0,4.0,automatic,compact,4dr suv,30,34,29995
maserati,spyder,2003,390.0,8.0,manual,compact,convertible,10,15,85542
hyundai,santa fe,2017,290.0,6.0,automatic,midsize,4dr suv,17,23,34950
gmc,savana,2014,280.0,8.0,automatic,midsize,passenger van,11,17,34160
hyundai,veloster,2015,132.0,4.0,automated_manual,compact,2dr hatchback,27,36,21950
infiniti,qx,2013,400.0,8.0,automatic,large,4dr suv,14,20,61350
chevrolet,silverado 1500,2016,285.0,6.0,automatic,large,regular cab pickup,17,22,36680
suzuki,forenza,2008,127.0,4.0,manual,compact,sedan,20,28,14489
dodge,dakota,2008,210.0,6.0,automatic,compact,crew cab pickup,14,18,27625
volkswagen,cc,2016,200.0,4.0,automated_manual,midsize,sedan,22,31,34475
volvo,850,1997,190.0,5.0,automatic,midsize,wagon,18,24,2000
buick,encore,2016,138.0,4.0,automatic,compact,4dr suv,23,30,25565
mazda,cx-5,2014,184.0,4.0,automatic,midsize,4dr suv,24,30,29070
toyota,previa,1996,161.0,4.0,automatic,compact,passenger minivan,16,20,2064
volkswagen,eurovan,2002,201.0,6.0,automatic,large,passenger minivan,15,18,26200
pontiac,le mans,1992,74.0,4.0,manual,compact,sedan,26,37,2000
honda,pilot,2017,280.0,6.0,automatic,midsize,4dr suv,18,26,39255
hummer,h3,2008,242.0,5.0,manual,midsize,4dr suv,13,18,39290
toyota,tundra,2015,381.0,8.0,automatic,large,regular cab pickup,13,18,29120
lamborghini,gallardo,2013,550.0,10.0,manual,compact,coupe,12,20,191900
kia,forte,2016,201.0,4.0,manual,compact,coupe,22,29,20690
ford,shelby gt500,2014,662.0,8.0,manual,midsize,convertible,15,24,60110
hyundai,tucson,2017,164.0,4.0,automatic,compact,4dr suv,21,26,24100
lexus,rx 350,2015,270.0,6.0,automatic,midsize,4dr suv,18,25,40970
chrysler,pt cruiser,2008,150.0,4.0,automatic,compact,wagon,19,24,19785
ferrari,612 scaglietti,2010,532.0,12.0,automated_manual,large,coupe,9,16,313088
subaru,crosstrek,2016,160.0,4.0,automatic,compact,4dr suv,30,34,26395
gmc,sierra 1500 classic,2007,295.0,8.0,automatic,large,extended cab pickup,14,19,28915
maserati,granturismo,2015,454.0,8.0,automatic,large,coupe,13,21,132825
fiat,500l,2016,160.0,4.0,automatic,compact,wagon,22,30,24795
toyota,tundra,2017,381.0,8.0,automatic,large,extended cab pickup,13,18,39280
oldsmobile,intrigue,2002,215.0,6.0,automatic,midsize,sedan,18,27,24580
ford,expedition,2017,365.0,6.0,automatic,large,4dr suv,15,20,66347
dodge,stealth,1994,164.0,6.0,manual,compact,coupe,17,22,2000
volkswagen,gti,2013,200.0,4.0,manual,compact,2dr hatchback,21,31,26795
infiniti,ex35,2008,297.0,6.0,automatic,midsize,4dr suv,16,23,33300
bmw,8 series,1995,372.0,12.0,manual,midsize,coupe,10,18,8488
acura,mdx,2015,290.0,6.0,automatic,midsize,4dr suv,20,28,48840
mercedes-benz,gla-class,2016,208.0,4.0,automated_manual,compact,4dr suv,24,32,34500
ford,f-150,2015,282.0,6.0,automatic,large,crew cab pickup,18,25,32545
gmc,sonoma,2003,190.0,6.0,automatic,compact,crew cab pickup,14,18,24670
gmc,rally wagon,1994,155.0,6.0,automatic,compact,passenger van,14,17,2000
mitsubishi,montero,2006,215.0,6.0,automatic,midsize,4dr suv,13,17,36159
dodge,ram wagon,2001,225.0,8.0,automatic,midsize,passenger van,11,15,23360
dodge,dakota,2008,302.0,8.0,automatic,compact,crew cab pickup,14,19,28520
chevrolet,sportvan,1994,200.0,8.0,automatic,large,passenger van,11,16,2000
ford,f-150,2016,282.0,6.0,automatic,large,regular cab pickup,18,25,26540
buick,lesabre,2004,205.0,6.0,automatic,large,sedan,18,27,32085
chevrolet,venture,2003,185.0,6.0,automatic,midsize,passenger minivan,17,24,29240
ford,fusion,2015,175.0,4.0,automatic,midsize,sedan,22,34,22500
chevrolet,silverado 1500,2017,285.0,6.0,automatic,large,crew cab pickup,18,24,37835
dodge,grand caravan,2017,283.0,6.0,automatic,midsize,passenger minivan,17,25,26695
volkswagen,jetta sportwagen,2013,170.0,5.0,automatic,compact,wagon,24,31,24395
honda,crosstour,2013,192.0,4.0,automatic,midsize,4dr hatchback,22,31,33015
porsche,panamera,2016,310.0,6.0,automated_manual,large,sedan,18,27,84300
chevrolet,express,2015,285.0,8.0,automatic,large,passenger van,11,17,36700
toyota,prius v,2016,134.0,4.0,automatic,midsize,wagon,44,40,30935
nissan,altima,2015,182.0,4.0,automatic,midsize,sedan,27,38,22560
audi,a3,2016,150.0,4.0,automated_manual,compact,sedan,31,43,35900
toyota,echo,2003,108.0,4.0,automatic,compact,coupe,28,36,11045
toyota,pickup,1994,116.0,4.0,manual,compact,regular cab pickup,19,25,2000
subaru,legacy,2017,175.0,4.0,automatic,midsize,sedan,25,34,25995
mercedes-benz,300-class,1991,217.0,6.0,automatic,midsize,coupe,15,22,2179
suzuki,grand vitara,2011,166.0,4.0,automatic,compact,4dr suv,19,25,21099
mercedes-benz,300-class,1991,177.0,6.0,automatic,midsize,wagon,15,18,2199
gmc,s-15,1990,105.0,4.0,manual,compact,extended cab pickup,21,25,2000
subaru,svx,1997,230.0,6.0,automatic,compact,coupe,15,22,2749
ford,escape hybrid,2011,177.0,4.0,automatic,compact,4dr suv,30,27,34830
buick,terraza,2005,200.0,6.0,automatic,midsize,passenger minivan,15,21,30990
honda,accord,2017,278.0,6.0,automatic,midsize,coupe,21,32,33175
dodge,ram pickup 1500,2009,210.0,6.0,automatic,large,regular cab pickup,14,20,21520
porsche,911,2016,520.0,6.0,automated_manual,compact,convertible,17,24,163000
toyota,camry solara,2007,210.0,6.0,automatic,midsize,coupe,18,27,22260
oldsmobile,lss,1999,205.0,6.0,automatic,large,sedan,17,27,2356
lexus,rx 400h,2006,268.0,6.0,automatic,midsize,4dr suv,27,25,46060
saab,9000,1997,170.0,4.0,manual,midsize,4dr hatchback,18,26,2000
chevrolet,c/k 1500 series,1997,200.0,6.0,manual,large,regular cab pickup,15,20,2554
ford,transit connect,2016,169.0,4.0,automatic,compact,cargo minivan,21,29,23675
toyota,86,2017,200.0,4.0,automatic,compact,coupe,24,32,26975
volkswagen,gli,2012,200.0,4.0,manual,midsize,sedan,22,33,26695
nissan,altima,2016,182.0,4.0,automatic,midsize,sedan,27,39,22900
lamborghini,aventador,2014,720.0,12.0,automated_manual,midsize,coupe,11,18,497650
volkswagen,golf alltrack,2017,170.0,4.0,automated_manual,compact,wagon,22,30,30530
pontiac,g6,2008,252.0,6.0,automatic,midsize,sedan,17,26,26960
ford,shelby gt350,2017,526.0,8.0,manual,midsize,coupe,14,21,54295
volkswagen,jetta,2015,170.0,4.0,automatic,midsize,sedan,25,37,20095
volvo,v60,2017,240.0,4.0,automatic,midsize,wagon,25,36,38100
dodge,dakota,2009,210.0,6.0,automatic,compact,extended cab pickup,14,18,26810
honda,pilot,2015,250.0,6.0,automatic,midsize,4dr suv,18,25,37370
chrysler,crossfire,2008,215.0,6.0,manual,compact,convertible,15,23,39130
nissan,altima,2016,182.0,4.0,automatic,midsize,sedan,27,37,24470
subaru,loyale,1992,90.0,4.0,manual,compact,wagon,21,26,2000
gmc,acadia,2017,194.0,4.0,automatic,midsize,4dr suv,21,26,38350
cadillac,srx,2016,308.0,6.0,automatic,midsize,4dr suv,17,24,37605
chevrolet,silverado 1500,2016,355.0,8.0,automatic,large,extended cab pickup,16,23,41250
mitsubishi,expo,1993,136.0,4.0,manual,compact,4dr hatchback,17,22,2000
porsche,cayman,2016,275.0,6.0,manual,compact,coupe,20,30,52600
nissan,frontier,2016,261.0,6.0,automatic,compact,crew cab pickup,15,21,28380
audi,q7,2017,333.0,6.0,automatic,large,4dr suv,19,25,64300
fiat,500x,2016,180.0,4.0,automatic,compact,4dr suv,22,31,23335
lexus,es 330,2006,218.0,6.0,automatic,midsize,sedan,18,27,32300
mercedes-benz,c-class,2017,241.0,4.0,automatic,midsize,coupe,23,30,42650
gmc,terrain,2017,182.0,4.0,automatic,compact,4dr suv,20,28,36025
ford,f-150,2017,282.0,6.0,automatic,large,crew cab pickup,17,23,36565
mercedes-benz,sls amg,2012,563.0,8.0,automated_manual,compact,convertible,14,20,196100
dodge,ram 50 pickup,1991,116.0,4.0,manual,compact,regular cab pickup,17,20,2000
chrysler,pacifica,2017,287.0,6.0,automatic,midsize,passenger minivan,18,28,28595
mazda,tribute,2011,171.0,4.0,automatic,compact,4dr suv,20,26,25495
honda,fit,2017,130.0,4.0,automatic,compact,4dr hatchback,32,37,18700
gmc,acadia,2015,288.0,6.0,automatic,midsize,4dr suv,16,23,49690
nissan,frontier,2017,152.0,4.0,manual,compact,extended cab pickup,19,23,22860
mazda,cx-9,2014,273.0,6.0,automatic,large,4dr suv,16,22,36625
dodge,caravan,2006,180.0,6.0,automatic,large,cargo minivan,17,24,20130
kia,rondo,2007,182.0,6.0,automatic,compact,wagon,18,25,20195
scion,tc,2014,179.0,4.0,automatic,compact,2dr hatchback,23,31,20210
nissan,frontier,2015,152.0,4.0,manual,compact,extended cab pickup,19,23,17990
chevrolet,corvette,2016,455.0,8.0,manual,compact,coupe,17,29,55400
ford,fusion,2015,175.0,4.0,automatic,midsize,sedan,22,34,24035
lexus,is 300,2017,255.0,6.0,automatic,midsize,sedan,19,26,40200
bentley,continental gtc,2014,567.0,12.0,automatic,midsize,convertible,12,20,218500
toyota,pickup,1994,116.0,4.0,manual,compact,extended cab pickup,17,20,2293
toyota,highlander hybrid,2016,280.0,6.0,automatic,midsize,4dr suv,27,28,47870
chevrolet,silverado 1500 classic,2007,285.0,8.0,automatic,large,extended cab pickup,15,19,25960
cadillac,escalade hybrid,2013,332.0,8.0,automatic,large,4dr suv,20,23,86420
honda,civic crx,1991,108.0,4.0,manual,compact,2dr hatchback,24,30,2000
suzuki,xl7,2007,252.0,6.0,automatic,midsize,4dr suv,16,22,25949
subaru,svx,1995,230.0,6.0,automatic,compact,coupe,15,23,2000
bmw,m4,2015,425.0,6.0,manual,midsize,convertible,17,26,72500
honda,passport,2001,205.0,6.0,automatic,midsize,4dr suv,15,19,27300
nissan,240sx,1998,155.0,4.0,manual,compact,coupe,20,25,4107
toyota,sienna,2017,296.0,6.0,automatic,large,passenger minivan,19,27,40830
maserati,quattroporte,2017,523.0,8.0,automatic,large,sedan,15,22,145500
honda,ridgeline,2017,280.0,6.0,automatic,large,crew cab pickup,18,25,34815
volkswagen,vanagon,1990,90.0,4.0,manual,large,passenger minivan,14,15,2000
bentley,arnage,2008,450.0,8.0,automatic,large,sedan,10,15,221990
kia,sorento,2017,290.0,6.0,automatic,midsize,4dr suv,18,25,43900
nissan,frontier,2017,261.0,6.0,automatic,compact,crew cab pickup,15,21,33390
ford,expedition,2017,365.0,6.0,automatic,large,4dr suv,15,21,59940
ford,escort,2003,130.0,4.0,manual,compact,coupe,23,30,14810
infiniti,g sedan,2012,328.0,6.0,automatic,midsize,sedan,19,27,40250
chevrolet,silverado 1500,2016,285.0,6.0,automatic,large,crew cab pickup,18,24,37345
cadillac,xts,2017,304.0,6.0,automatic,large,sedan,17,26,66795
nissan,rogue,2015,170.0,4.0,automatic,midsize,4dr suv,26,33,24490
infiniti,g coupe,2012,348.0,6.0,manual,midsize,coupe,17,25,49800
nissan,350z,2009,306.0,6.0,automatic,compact,convertible,17,23,37870
mitsubishi,outlander,2016,224.0,6.0,automatic,midsize,4dr suv,20,27,30995
volkswagen,beetle convertible,2014,210.0,4.0,automated_manual,compact,convertible,23,29,31795
buick,riviera,1999,240.0,6.0,automatic,large,coupe,16,25,2379
chevrolet,silverado 1500,2017,285.0,6.0,automatic,large,extended cab pickup,17,22,37425
volvo,xc70,2015,240.0,4.0,automatic,midsize,wagon,24,31,36050
kia,forte,2015,145.0,4.0,manual,compact,sedan,25,37,15890
gmc,sierra 1500 classic,2007,295.0,8.0,automatic,large,extended cab pickup,14,19,26245
infiniti,q45,2005,340.0,8.0,automatic,large,sedan,16,22,56400
chrysler,cirrus,1998,168.0,6.0,automatic,midsize,sedan,17,25,2107
gmc,jimmy,1999,190.0,6.0,automatic,midsize,4dr suv,14,19,2691
infiniti,qx50,2016,325.0,6.0,automatic,midsize,4dr suv,17,24,35850
gmc,savana cargo,2014,195.0,6.0,automatic,midsize,cargo van,14,19,27710
dodge,daytona,1993,224.0,4.0,manual,compact,2dr hatchback,17,24,2000
suzuki,equator,2011,261.0,6.0,automatic,compact,crew cab pickup,15,20,25279
volkswagen,beetle,2016,210.0,4.0,automated_manual,compact,2dr hatchback,24,31,32550
audi,q3,2017,200.0,4.0,automatic,compact,4dr suv,20,28,36600
chevrolet,caprice,1996,260.0,8.0,automatic,large,wagon,15,24,2000
ford,f-150,2015,282.0,6.0,automatic,large,regular cab pickup,17,23,30975
mazda,mazdaspeed 3,2012,263.0,4.0,manual,compact,4dr hatchback,18,25,24000
fiat,500l,2016,160.0,4.0,manual,compact,wagon,25,33,20795
aston martin,db7,2003,420.0,12.0,automatic,compact,coupe,11,18,156300
mercedes-benz,g-class,2016,416.0,8.0,automatic,midsize,4dr suv,13,14,119900
hyundai,veracruz,2011,260.0,6.0,automatic,midsize,4dr suv,16,21,30245
buick,park avenue,2005,205.0,6.0,automatic,large,sedan,18,27,35555
chevrolet,camaro,2016,275.0,4.0,manual,midsize,convertible,21,30,36800
volkswagen,new beetle,2008,150.0,5.0,automatic,compact,2dr hatchback,20,29,20990
gmc,suburban,1999,255.0,8.0,automatic,large,4dr suv,12,17,3372
volvo,s40,2009,227.0,5.0,automatic,compact,sedan,18,26,33800
pontiac,g6,2008,252.0,6.0,automatic,midsize,coupe,17,26,26755
subaru,xv crosstrek,2015,148.0,4.0,automatic,compact,4dr suv,26,34,24795
ford,explorer,2015,290.0,6.0,automatic,midsize,4dr suv,17,24,38200
dodge,ram cargo,2001,225.0,8.0,automatic,large,cargo van,12,17,22305
gmc,savana cargo,2014,310.0,8.0,automatic,midsize,cargo van,13,17,32760
mitsubishi,outlander sport,2017,148.0,4.0,manual,compact,4dr suv,23,29,19795
ferrari,599,2011,611.0,12.0,automated_manual,midsize,coupe,11,15,320580
chevrolet,trailblazer,2008,285.0,6.0,automatic,midsize,4dr suv,14,20,29780
dodge,journey,2015,173.0,4.0,automatic,midsize,4dr suv,19,26,25195
audi,s4,2016,333.0,6.0,manual,midsize,sedan,17,26,55100
chevrolet,sonic,2017,138.0,4.0,manual,compact,4dr hatchback,28,39,19720
volkswagen,passat,2016,170.0,4.0,automatic,midsize,sedan,25,38,28410
oldsmobile,cutlass supreme,1995,160.0,6.0,automatic,midsize,sedan,17,26,2000
land rover,lr4,2014,340.0,6.0,automatic,midsize,4dr suv,14,19,49700
volkswagen,beetle,2017,170.0,4.0,automatic,compact,2dr hatchback,24,33,25975
nissan,350z,2007,306.0,6.0,manual,compact,coupe,18,25,32700
gmc,envoy xl,2005,300.0,8.0,automatic,large,4dr suv,13,18,40235
ford,e-series wagon,2013,255.0,8.0,automatic,midsize,passenger van,11,15,36545
ford,f-150,2017,450.0,6.0,automatic,large,crew cab pickup,15,18,51310
gmc,yukon xl,2017,420.0,8.0,automatic,large,4dr suv,15,22,68665
honda,accord,2017,189.0,4.0,manual,midsize,sedan,23,32,25415
cadillac,escalade hybrid,2011,332.0,8.0,automatic,large,4dr suv,20,23,76685
ford,fiesta,2016,197.0,4.0,manual,compact,4dr hatchback,26,32,21460
hyundai,elantra,2016,145.0,4.0,automatic,compact,sedan,28,38,19700
volkswagen,tiguan,2015,200.0,4.0,automatic,compact,4dr suv,21,26,37650
subaru,crosstrek,2017,148.0,4.0,automatic,compact,4dr suv,26,33,23495
cadillac,cts coupe,2013,318.0,6.0,automatic,midsize,coupe,18,27,38905
toyota,tacoma,2017,278.0,6.0,automatic,compact,crew cab pickup,19,24,30190
suzuki,x-90,1998,95.0,4.0,manual,compact,2dr suv,22,26,2000
chevrolet,trax,2016,138.0,4.0,automatic,compact,4dr suv,26,34,22645
bmw,alpina b7,2015,540.0,8.0,automatic,large,sedan,16,25,128300
mercedes-benz,350-class,1991,134.0,6.0,automatic,large,sedan,19,23,2311
chevrolet,city express,2017,131.0,4.0,automatic,compact,cargo minivan,24,26,23515
lamborghini,gallardo,2012,550.0,10.0,manual,compact,coupe,12,20,187900
volkswagen,beetle,2015,150.0,4.0,automated_manual,compact,2dr hatchback,31,41,26430
chevrolet,c/k 1500 series,1997,200.0,6.0,manual,large,regular cab pickup,15,20,2486
nissan,nv200,2016,131.0,4.0,automatic,compact,cargo minivan,24,26,20870
volvo,760,1990,162.0,4.0,automatic,midsize,sedan,16,20,2000
audi,r8,2015,550.0,10.0,manual,compact,coupe,12,19,173500
volkswagen,gti,2012,200.0,4.0,automated_manual,compact,2dr hatchback,24,33,31095
gmc,sierra 1500,2016,355.0,8.0,automatic,large,extended cab pickup,16,22,44910
dodge,challenger,2017,375.0,8.0,manual,large,coupe,15,23,32890
cadillac,escalade,2015,420.0,8.0,automatic,large,4dr suv,14,21,74295
