Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Chevrolet,Blazer,2004,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,19,14,1385,21055
Ford,E-250,1996,regular unleaded,145.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,13,11,5657,2000
Mercedes-Benz,E-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,27,20,617,59000
Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,17,13,2031,50030
Cadillac,Escalade,2017,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,Performance",Large,4dr SUV,20,15,1624,94795
Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,17,13,5657,26460
Infiniti,Q70,2016,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,18,190,53500
BMW,4 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,33,22,3916,42750
BMW,X5 M,2015,premium unleaded (required),567.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,19,14,3916,98700
Ford,Taurus,2016,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,27,18,5657,29540
Hyundai,Tiburon,2008,regular unleaded,172.0,6.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,24,17,1439,22770
Nissan,Xterra,2015,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,22,16,2009,23660
Kia,Rondo,2009,regular unleaded,192.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,26,18,1720,22295
Toyota,Land Cruiser,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,2031,83825
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,27,19,5657,25585
Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,27,17,155,33130
Porsche,Carrera GT,2005,premium unleaded (required),605.0,10.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Convertible,15,9,1715,440000
Mitsubishi,Eclipse,2011,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,25,17,436,29089
Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,22,16,586,34070
Chevrolet,Uplander,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,1385,26250
Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,74145
Kia,Forte,2015,regular unleaded,173.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,33,24,1720,18590
GMC,Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,2.0,,Compact,2dr SUV,18,14,549,25170
Land Rover,Discovery,2003,premium unleaded (required),217.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,11,258,38350
McLaren,650S Spider,2015,premium unleaded (required),641.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,22,16,416,280225
Infiniti,QX60,2016,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Large,4dr SUV,26,19,190,44400
Lexus,IS 350 C,2014,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,27,19,454,47140
Dodge,Challenger,2016,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851,37995
Pontiac,Le Mans,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,34,24,210,2000
Mitsubishi,Lancer Sportback,2012,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,22,436,21345
Ferrari,575M,2003,premium unleaded (required),515.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,16,9,2774,228339
Ford,Focus,2016,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,99,110,5657,29170
Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,24,873,21350
GMC,Terrain,2017,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,28,20,549,32670
Dodge,Avenger,2014,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,29,21,1851,20595
Chevrolet,Traverse,2015,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,1385,38295
Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,35,24,1385,17545
Bentley,Mulsanne,2014,premium unleaded (required),505.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,18,11,520,298900
Volvo,780,1990,regular unleaded,144.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,19,15,870,2000
Nissan,Altima Hybrid,2009,regular unleaded,198.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,33,35,2009,26650
Volvo,S70,1998,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,27,17,870,2000
GMC,Canyon,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,26,18,549,33420
Toyota,Yaris,2016,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,30,2031,17670
Kia,Cadenza,2016,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,28,19,1720,44090
GMC,Envoy XL,2005,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,12,549,36060
Mazda,3,2017,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,37,27,586,17845
GMC,Envoy,2008,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,14,549,34020
FIAT,500,2015,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,34,28,819,26595
GMC,Sonoma,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,rear wheel drive,3.0,Flex Fuel,Compact,Extended Cab Pickup,25,19,549,16570
Ford,Escape,2016,premium unleaded (recommended),178.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,29,22,5657,31745
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,74195
Mazda,B-Series Pickup,1999,regular unleaded,160.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,20,16,586,2870
Honda,Element,2009,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202,21475
Infiniti,M,2013,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Hybrid",Large,Sedan,32,27,190,54750
BMW,Z4,2016,premium unleaded (required),335.0,6.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,24,17,3916,66350
Toyota,Tercel,1998,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,27,2031,2148
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,29955
Hyundai,Azera,2017,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,28,19,1439,39300
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,30,586,24295
Infiniti,Q50,2016,premium unleaded (required),400.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,20,190,47950
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,21,15,617,63200
Nissan,Titan,2014,regular unleaded,317.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,17,12,2009,32210
Chrysler,Sebring,2009,flex-fuel (unleaded/E85),186.0,6.0,AUTOMATIC,front wheel drive,2.0,Flex Fuel,Midsize,Convertible,26,18,1013,30270
Nissan,Versa Note,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,31,2009,18660
Dodge,Neon,2004,premium unleaded (required),150.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,25,1851,17640
Audi,200,1991,regular unleaded,162.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,20,16,3105,2000
Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,24,19,2031,31625
Volvo,XC70,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,Wagon,24,17,870,41800
Chevrolet,Blazer,2005,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,15,1385,25480
Suzuki,Forenza,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,481,16049
Subaru,Forester,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,24,640,30095
Dodge,Dart,2014,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,33,23,1851,20995
Ford,Contour SVT,1998,regular unleaded,195.0,6.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,26,17,5657,2655
Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,19995
Mercedes-Benz,S-Class,2015,premium unleaded (required),523.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,21,12,617,166900
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,27375
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,MANUAL,four wheel drive,4.0,,Compact,Extended Cab Pickup,24,18,1385,23030
Honda,Pilot,2016,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,18,2202,34380
BMW,4 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Convertible,33,21,3916,50750
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,21,16,1385,2430
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,32785
Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,30195
Dodge,RAM 250,1991,regular unleaded,170.0,8.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,13,10,1851,2000
Mazda,Protege,2002,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,22,586,13075
Toyota,Tacoma,2015,regular unleaded,236.0,6.0,MANUAL,four wheel drive,4.0,,Compact,Crew Cab Pickup,19,15,2031,36635
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,32095
Chevrolet,Uplander,2008,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,29330
Pontiac,6000,1990,regular unleaded,140.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Wagon,27,17,210,2000
Mitsubishi,Outlander Sport,2015,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,26,23,436,22695
Honda,Passport,2002,regular unleaded,205.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,19,15,2202,30900
Suzuki,Grand Vitara,2012,regular unleaded,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23,19,481,23949
Pontiac,Le Mans,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,34,24,210,2000
Mercedes-Benz,E-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,29,20,617,53350
Volkswagen,Jetta SportWagen,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,29465
HUMMER,H3,2010,regular unleaded,239.0,5.0,MANUAL,four wheel drive,4.0,"Flex Fuel,Luxury",Midsize,4dr SUV,18,14,130,35960
Oldsmobile,Alero,2003,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,26,21585
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,30795
GMC,Yukon XL,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Performance",Large,4dr SUV,22,15,549,54230
Nissan,Stanza,1991,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,26,19,2009,2000
Oldsmobile,Cutlass Ciera,1994,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,26,2000
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,21,15,5657,44410
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873,27295
Volvo,740,1990,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,19,870,2000
BMW,1 Series M,2011,premium unleaded (required),335.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,26,19,3916,46135
Suzuki,Kizashi,2011,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,29,20,481,23049
Mazda,B-Series,2001,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Regular Cab Pickup,19,15,586,18360
Ford,Explorer,2017,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,23,16,5657,35775
Ford,Fiesta,2017,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,35,27,5657,14130
Mitsubishi,Expo,1993,regular unleaded,136.0,4.0,MANUAL,four wheel drive,2.0,Hatchback,Compact,2dr Hatchback,22,17,436,2000
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,29,1385,23475
Aston Martin,V8 Vantage,2014,premium unleaded (required),430.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,19,13,259,145200
Chevrolet,HHR,2010,flex-fuel (unleaded/E85),155.0,4.0,MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Wagon,32,22,1385,18720
Lexus,RX 350,2015,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,454,50220
Nissan,Frontier,2016,regular unleaded,152.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,23,17,2009,23230
Volkswagen,e-Golf,2015,electric,115.0,,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,105,126,873,35445
Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,21,61,39510
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,27645
Hyundai,Tucson,2016,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,1439,24150
Subaru,Outback,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,30295
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,four wheel drive,4.0,Flex Fuel,Compact,Extended Cab Pickup,20,15,586,3394
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,27,20,549,28535
Nissan,Maxima,2017,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,High-Performance,Midsize,Sedan,30,21,2009,37090
Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,17,61,45315
Tesla,Model S,2015,electric,,0.0,DIRECT_DRIVE,all wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,106,95,1391,85000
Scion,xD,2012,regular unleaded,128.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,33,27,105,17050
Lexus,GX 460,2015,premium unleaded (required),301.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,20,15,454,61115
Oldsmobile,Alero,2002,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,30,21,26,17805
Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,41700
Ford,Ranger,2011,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,27,22,5657,19855
Lincoln,Town Car,2009,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Luxury",Large,Sedan,24,16,61,52055
Chevrolet,Impala Limited,2015,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,30,18,1385,26840
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,41055
Buick,Reatta,1991,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Compact,Convertible,25,16,155,2000
Cadillac,CTS,2016,premium unleaded (required),420.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,16,1624,69955
Chevrolet,Bolt EV,2017,electric,200.0,,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,110,128,1385,40905
Saab,9-5,2011,premium unleaded (recommended),220.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Large,Sedan,33,20,376,38525
Plymouth,Laser,1994,regular unleaded,135.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,26,19,535,2000
BMW,X3,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,40950
Audi,100,1992,regular unleaded,172.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,24,17,3105,2000
GMC,Terrain,2017,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,21,549,27300
Subaru,Crosstrek,2016,regular unleaded,160.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,34,30,640,29995
Maserati,Spyder,2003,premium unleaded (required),390.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Convertible,15,10,238,85542
Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,23,17,1439,34950
GMC,Savana,2014,flex-fuel (unleaded/E85),280.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,17,11,549,34160
Hyundai,Veloster,2015,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Hatchback,Compact,2dr Hatchback,36,27,1439,21950
Infiniti,QX,2013,premium unleaded (recommended),400.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,4dr SUV,20,14,190,61350
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,1385,36680
Suzuki,Forenza,2008,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,20,481,14489
Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,18,14,1851,27625
Volkswagen,CC,2016,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22,873,34475
Volvo,850,1997,regular unleaded,190.0,5.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,24,18,870,2000
Buick,Encore,2016,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,23,155,25565
Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,29070
Toyota,Previa,1996,regular unleaded,161.0,4.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Passenger Minivan,20,16,2031,2064
Volkswagen,EuroVan,2002,premium unleaded (recommended),201.0,6.0,AUTOMATIC,front wheel drive,3.0,,Large,Passenger Minivan,18,15,873,26200
Pontiac,Le Mans,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,26,210,2000
Honda,Pilot,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,18,2202,39255
HUMMER,H3,2008,regular unleaded,242.0,5.0,MANUAL,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,130,39290
Toyota,Tundra,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,2.0,,Large,Regular Cab Pickup,18,13,2031,29120
Lamborghini,Gallardo,2013,premium unleaded (required),550.0,10.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,20,12,1158,191900
Kia,Forte,2016,regular unleaded,201.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,29,22,1720,20690
Ford,Shelby GT500,2014,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Convertible,24,15,5657,60110
Hyundai,Tucson,2017,regular unleaded,164.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,21,1439,24100
Lexus,RX 350,2015,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,18,454,40970
Chrysler,PT Cruiser,2008,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,24,19,1013,19785
Ferrari,612 Scaglietti,2010,premium unleaded (required),532.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Large,Coupe,16,9,2774,313088
Subaru,Crosstrek,2016,regular unleaded,160.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,34,30,640,26395
GMC,Sierra 1500 Classic,2007,regular unleaded,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,19,14,549,28915
Maserati,GranTurismo,2015,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,238,132825
FIAT,500L,2016,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,22,819,24795
Toyota,Tundra,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,18,13,2031,39280
Oldsmobile,Intrigue,2002,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,26,24580
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,15,5657,66347
